street,ward,district,city,size,property_legal_document,bed_rooms,toilets,floors,price,house_type
Trần Bạch Đằng,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,81.0,1,21,22,8,25.0,1
Điện Biên Phủ,Chính Gián,Thanh Khê,Đà Nẵng,785.0,1,4,4,3,85.0,1
Mai Thúc Lân,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,184.0,1,13,15,5,29.8,1
Phạm Cự Lượng,An Hải Đông,Sơn Trà,Đà Nẵng,226.0,1,10,10,2,23.5,1
An Thượng 30,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,162.0,1,36,40,10,44.999,1
Cách Mạng Tháng 8,Khuê Trung,Cẩm Lệ,Đà Nẵng,500.0,1,2,2,2,45.0,1
Lưu Quý Kỳ,Hòa Cường Nam,Hải Châu,Đà Nẵng,234.0,1,4,4,3,21.5,1
Phan Châu Trinh,Bình Hiên,Hải Châu,Đà Nẵng,75.0,1,8,3,4,11.999,1
Xuân Quỳnh,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,132.0,1,3,4,3,12.9,1
Võ Nguyên Giáp,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,140.0,1,21,22,6,35.0,1
An Thượng,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,80.0,1,18,18,7,26.2,1
Hoàng Diệu,Hòa Thuận Đông,Hải Châu,Đà Nẵng,150.0,1,5,4,3,9.2,1
Thành Thái,Khuê Trung,Cẩm Lệ,Đà Nẵng,213.0,1,1,1,2,20.0,1
Phạm Cự Lượng,An Hải Đông,Sơn Trà,Đà Nẵng,137.0,1,4,4,3,15.999,1
Lê Hồng Phong,Hải Châu 1,Hải Châu,Đà Nẵng,82.0,1,2,2,2,15.0,1
Lê Thanh Nghị,Hòa Cường Bắc,Hải Châu,Đà Nẵng,117.0,1,6,6,4,16.5,1
An Thượng 3,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,90.0,1,8,8,4,25.0,1
Phan Tứ,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,202.0,1,4,3,3,12.0,1
Ngọc Hân,An Hải Tây,Sơn Trà,Đà Nẵng,80.0,1,6,7,5,13.5,1
Mỹ Khê 2,Phước Mỹ,Sơn Trà,Đà Nẵng,90.0,1,9,9,6,19.7,1
Hồ Sĩ Dương,Hòa Phát,Cẩm Lệ,Đà Nẵng,137.0,1,10,11,2,5.0,1
Phạm Thế Hiển,Khuê Trung,Cẩm Lệ,Đà Nẵng,157.0,1,24,24,4,16.0,1
Trưng Nữ Vương,Bình Thuận,Hải Châu,Đà Nẵng,128.0,1,7,4,4,19.0,1
Mỹ Đa Đông 7,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,108.0,1,16,16,4,9.2,1
Dương Đình Nghệ,An Hải Bắc,Sơn Trà,Đà Nẵng,192.0,1,6,6,3,25.0,1
Tố Hữu,Khuê Trung,Cẩm Lệ,Đà Nẵng,109.0,1,6,5,3,15.9,1
Trương Chí Cương,Hòa Cường Nam,Hải Châu,Đà Nẵng,120.0,1,4,5,3,11.5,1
Núi Thành,Hòa Cường Bắc,Hải Châu,Đà Nẵng,165.0,1,4,2,3,14.0,1
Huỳnh Tấn Phát,Hòa Cường Bắc,Hải Châu,Đà Nẵng,95.0,1,5,3,3,11.0,1
Cách Mạng Tháng 8,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,240.0,1,4,4,2,11.0,1
Cách Mạng Tháng 8,Khuê Trung,Cẩm Lệ,Đà Nẵng,214.0,1,3,3,3,11.6,1
Phan Tứ,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,125.0,1,11,12,5,18.0,1
Bình An 7,Hòa Cường Bắc,Hải Châu,Đà Nẵng,185.0,1,15,15,3,10.9,1
Huy CậN,Hòa Cường Nam,Hải Châu,Đà Nẵng,70.0,1,3,3,3,6.3,1
Ngọc Hân,An Hải Tây,Sơn Trà,Đà Nẵng,80.0,1,9,11,6,16.5,1
Dương Thị Xuân Quý,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,110.0,1,14,14,7,17.0,1
Trần Bạch Đằng,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,90.0,1,18,18,8,25.0,1
An Thượng 1,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,80.0,1,15,16,8,26.0,1
Hà Huy Tập,Thanh Khê Đông,Thanh Khê,Đà Nẵng,90.0,1,4,5,4,13.0,1
Lương Thế Vinh,An Hải Đông,Sơn Trà,Đà Nẵng,180.0,1,12,15,7,19.0,1
Nguyễn Lương Bằng,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,688.0,1,41,43,3,40.0,1
Phước Mỹ 1,Phước Mỹ,Sơn Trà,Đà Nẵng,120.0,1,4,4,3,12.8,1
Mỹ Khê 1,Phước Mỹ,Sơn Trà,Đà Nẵng,252.0,1,5,5,3,31.0,1
Võ Nguyên Giáp,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,320.0,1,30,32,6,52.0,1
Võ Nguyên Giáp,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,188.0,1,5,5,3,31.0,1
Ngũ Hành Sơn,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,1500.0,1,10,10,2,135.0,1
Nguyễn Thị Minh Khai,Hải Châu 1,Hải Châu,Đà Nẵng,438.0,1,1,1,3,85.0,1
Bùi Viện,Hòa Cường Nam,Hải Châu,Đà Nẵng,140.0,1,4,4,3,9.999,1
Trần Tống,Thạc Gián,Thanh Khê,Đà Nẵng,64.0,1,9,9,4,13.4,1
Tô Hiến Thành,Phước Mỹ,Sơn Trà,Đà Nẵng,67.0,1,7,7,5,9.5,1
Đinh Thị Hòa,An Hải Bắc,Sơn Trà,Đà Nẵng,95.0,1,9,10,5,13.0,1
Lý Thái Tổ,Thạc Gián,Thanh Khê,Đà Nẵng,63.0,1,7,8,5,8.3,1
Trần Văn Dư,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,232.0,1,8,7,3,14.5,1
Trần Tống,Thạc Gián,Thanh Khê,Đà Nẵng,100.0,1,3,3,2,10.5,1
Trần Hưng Đạo,An Hải Tây,Sơn Trà,Đà Nẵng,100.0,1,3,4,3,11.2,1
Nguyễn Văn Thoại,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,100.0,1,20,21,8,26.5,1
Trần Bạch Đằng,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,243.0,1,52,52,10,120.0,1
Hà Duy Phiên,Hòa Xuân,Cẩm Lệ,Đà Nẵng,80.0,1,3,3,3,4.5,1
Đa Phước 8,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,192.0,1,10,10,3,14.8,1
Phú Xuân 4,Hòa Minh,Liên Chiểu,Đà Nẵng,180.0,1,4,5,3,12.7,1
Nguyễn Văn Thoại,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,99.0,1,20,21,8,26.0,1
Thạch Lam,Phước Mỹ,Sơn Trà,Đà Nẵng,166.0,1,19,20,6,27.9,1
Hà Bổng,Phước Mỹ,Sơn Trà,Đà Nẵng,200.0,1,24,30,11,77.999,1
Lê Đại Hành,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,137.0,1,3,2,2,10.6,1
Trần Quang Diệu,An Hải Tây,Sơn Trà,Đà Nẵng,96.0,1,3,3,3,12.5,1
Trưng Nữ Vương,Hòa Thuận Tây,Hải Châu,Đà Nẵng,119.0,1,4,4,3,15.5,1
Nguyễn Thành Hãn,Hòa Thuận Tây,Hải Châu,Đà Nẵng,119.0,1,3,3,2,9.8,1
Núi Thành,Hòa Cường Bắc,Hải Châu,Đà Nẵng,100.0,1,4,3,4,12.0,1
Hồ Xuân Hương,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,90.0,1,13,13,5,14.5,1
Nguyễn Xuân Nhĩ,Hòa Cường Nam,Hải Châu,Đà Nẵng,210.0,1,30,30,7,25.5,1
Nguyễn Hoàng,Bình Hiên,Hải Châu,Đà Nẵng,171.0,1,1,1,3,16.499,1
Ông Ích Khiêm,Hải Châu 11,Hải Châu,Đà Nẵng,107.0,1,5,3,3,22.0,1
Tiểu La,Hòa Cường Bắc,Hải Châu,Đà Nẵng,90.0,1,3,4,3,13.8,1
Ông Ích Khiêm,Thanh Bình,Hải Châu,Đà Nẵng,84.0,1,17,17,7,8.9,1
Phan Liêm,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,90.0,1,18,20,7,18.0,1
Trưng Nữ Vương,Hòa Thuận Đông,Hải Châu,Đà Nẵng,65.0,1,3,3,3,9.0,1
Hoàng Diệu,Nam Dương,Hải Châu,Đà Nẵng,62.0,1,6,7,4,15.499,1
Ông Ích Khiêm,Thạch Thang,Hải Châu,Đà Nẵng,112.0,1,19,20,6,17.99,1
Núi Thành,Hòa Cường Bắc,Hải Châu,Đà Nẵng,238.0,1,1,1,4,35.0,1
29 Tháng 3,Hòa Xuân,Cẩm Lệ,Đà Nẵng,102.0,1,13,13,4,9.5,1
Tô Hiến Thành,Phước Mỹ,Sơn Trà,Đà Nẵng,675.0,1,1,1,4,53.0,1
An Thượng 37,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,75.0,1,4,3,4,14.5,1
An Thượng 36,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,85.0,1,14,14,8,20.0,1
An Thượng 29,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,325.0,1,1,1,3,46.0,1
An Hải Đông 1,An Hải Đông,Sơn Trà,Đà Nẵng,96.0,1,8,8,5,10.5,1
Nguyễn Phước Lan,Hòa Quý,Ngũ Hành Sơn,Đà Nẵng,105.0,1,4,7,5,17.9,1
Lê Văn Hiến,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,127.0,1,9,9,4,11.0,1
Nguyễn Văn Nguyễn,Hòa Hải,Ngũ Hành Sơn,Đà Nẵng,135.0,1,9,9,4,11.5,1
Ngô Huy Diễn,Hòa Xuân,Cẩm Lệ,Đà Nẵng,100.0,1,8,8,4,7.8,1
Hoàng Thúc Trâm,Hòa Cường Bắc,Hải Châu,Đà Nẵng,90.0,1,4,3,3,7.599,1
Võ Nguyên Giáp,Mân Thái,Sơn Trà,Đà Nẵng,45.0,1,1,1,2,2.3,1
Nam Kỳ Khởi Nghĩa,Hòa Hải,Ngũ Hành Sơn,Đà Nẵng,111.0,1,3,3,2,3.662,1
Lỗ Giáng 24,Hòa Xuân,Cẩm Lệ,Đà Nẵng,100.0,1,3,3,3,4.38,1
Cù Chính Lan,Hòa Khê,Thanh Khê,Đà Nẵng,44.4,1,3,3,3,4.65,1
Xuân Diệu,Thuận Phước,Hải Châu,Đà Nẵng,72.0,1,3,3,3,6.0,1
Nguyễn Đình Chiểu,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,90.0,1,3,2,2,4.0,1
Thành Thái,Khuê Trung,Cẩm Lệ,Đà Nẵng,90.0,1,4,4,3,5.0,1
Ông Ích Đường,Khuê Trung,Cẩm Lệ,Đà Nẵng,43.0,1,3,3,2,3.899,1
Trần Cao Vân,Tam Thuận,Thanh Khê,Đà Nẵng,70.0,1,2,2,2,5.5,1
Mỹ Đa Tây 10,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,85.0,1,1,1,2,3.5,1
Phạm Văn Đồng,An Hải Bắc,Sơn Trà,Đà Nẵng,81.0,1,12,12,7,16.0,1
Phan Đăng Lưu,Hòa Cường Nam,Hải Châu,Đà Nẵng,70.0,1,3,3,2,5.8,1
An Nhơn,An Hải Bắc,Sơn Trà,Đà Nẵng,80.0,1,5,5,2,8.5,1
Nguyễn Chánh,Hòa Minh,Liên Chiểu,Đà Nẵng,67.0,1,3,4,3,3.55,1
An Thượng 6,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,75.0,1,3,3,2,10.0,1
Cù Chính Lan,Hòa Khê,Thanh Khê,Đà Nẵng,44.0,1,2,2,2,2.57,1
Nguyễn Xuân Hữu,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,78.0,1,3,2,2,3.65,1
Dương Văn An,Mân Thái,Sơn Trà,Đà Nẵng,75.0,1,3,3,3,4.9,1
Trần Hưng Đạo,Nại Hiên Đông,Sơn Trà,Đà Nẵng,108.0,1,8,8,3,15.8,1
Giang Châu 1,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,100.0,1,3,3,3,6.0,1
Trần Hưng Đạo,An Hải Tây,Sơn Trà,Đà Nẵng,100.0,1,4,7,7,24.5,1
Đa Mặn 10,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,80.0,1,3,3,2,4.85,1
Hồ Nghinh,Phước Mỹ,Sơn Trà,Đà Nẵng,121.0,1,5,5,3,17.5,1
Nguyễn Tri Phương,Hòa Thuận Đông,Hải Châu,Đà Nẵng,78.0,1,3,4,3,7.9,1
Núi Thành,Hòa Cường Bắc,Hải Châu,Đà Nẵng,220.0,1,4,4,4,26.5,1
Đa Phước 10,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,84.0,1,4,4,3,6.2,1
Hoa Phượng 2,An Hải Tây,Sơn Trà,Đà Nẵng,100.0,1,4,4,3,11.0,1
Tiên Sơn 16,Hòa Cường Nam,Hải Châu,Đà Nẵng,65.0,1,2,2,3,5.35,1
Văn Tiến Dũng,Hòa Xuân,Cẩm Lệ,Đà Nẵng,100.0,1,5,5,3,4.0,1
An Hải 3,An Hải Bắc,Sơn Trà,Đà Nẵng,72.0,1,2,2,2,4.85,1
Phạm Công Trứ,Hòa Xuân,Cẩm Lệ,Đà Nẵng,100.0,1,1,1,3,2.75,1
Phù Đổng,Hòa Xuân,Cẩm Lệ,Đà Nẵng,117.0,1,3,3,3,3.99,1
Đinh Thị Hòa,An Hải Bắc,Sơn Trà,Đà Nẵng,50.0,1,2,2,3,4.799,1
Yết Kiêu,Thọ Quang,Sơn Trà,Đà Nẵng,97.0,1,1,1,3,3.449,1
Trần Văn Đán,Hòa Hải,Ngũ Hành Sơn,Đà Nẵng,208.0,1,3,3,2,9.199,1
Cồn Dầu 19,Hòa Xuân,Cẩm Lệ,Đà Nẵng,100.0,1,3,3,3,5.9,1
An Nhơn 1,An Hải Bắc,Sơn Trà,Đà Nẵng,57.0,1,1,1,3,3.85,1
An Trung Đông,An Hải Đông,Sơn Trà,Đà Nẵng,98.0,1,3,3,3,6.299,1
Đông Lợi 4,An Khê,Thanh Khê,Đà Nẵng,73.0,1,7,7,4,5.9,1
Mỹ An 23,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,100.0,1,3,3,2,6.2,1
Đỗ Anh Hàn,An Hải Bắc,Sơn Trà,Đà Nẵng,102.0,1,10,9,5,9.0,1
Tôn Đản,Hòa An,Cẩm Lệ,Đà Nẵng,149.0,1,3,2,2,4.789,1
Nguyễn Xuân Khoát,Phước Mỹ,Sơn Trà,Đà Nẵng,118.0,1,11,3,4,0.013,1
An Thượng,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,60.0,1,8,5,5,11.5,1
Thế Lữ,An Hải Bắc,Sơn Trà,Đà Nẵng,143.0,1,3,2,3,5.899,1
Đồng Trí 4,Hòa Khánh Nam,Liên Chiểu,Đà Nẵng,90.0,1,5,5,3,4.4,1
Thi Sách,Hòa Thuận Tây,Hải Châu,Đà Nẵng,60.0,1,4,4,4,7.499,1
Trần Hưng Đạo,An Hải Đông,Sơn Trà,Đà Nẵng,108.0,1,6,8,5,16.0,1
An Thượng 18,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,50.0,1,2,2,3,4.349,1
Phan Thanh,Thạc Gián,Thanh Khê,Đà Nẵng,94.0,1,2,2,3,11.0,1
Trần Kế Xương,Hải Châu 11,Hải Châu,Đà Nẵng,68.0,1,7,3,4,16.5,1
Mỹ Đa Tây 8,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,100.0,1,3,4,3,7.2,1
An Thượng 11,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,60.0,1,8,8,5,11.5,1
Lê Văn Hiến,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,135.0,1,3,4,2,5.899,1
Thạch Lam,Phước Mỹ,Sơn Trà,Đà Nẵng,92.0,1,2,1,2,7.2,1
An Dương Vương,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,80.0,1,3,2,3,7.5,1
Nghiêm Xuân Yên,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,100.0,1,6,6,3,7.6,1
Đa Mặn 7,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,100.0,1,3,2,2,5.5,1
Mỹ An 4,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,100.0,1,3,2,2,5.5,1
Cẩm Nam 7,Hòa Xuân,Cẩm Lệ,Đà Nẵng,125.0,1,2,2,2,3.6,1
Tiên Sơn 4,Hòa Cường Nam,Hải Châu,Đà Nẵng,65.0,1,3,3,3,4.65,1
Trần Hưng Đạo,An Hải Tây,Sơn Trà,Đà Nẵng,100.0,1,4,3,3,10.499,1
Nguyễn Sơn Hà,Hòa Cường Bắc,Hải Châu,Đà Nẵng,85.0,1,2,2,2,5.5,1
Hải Hồ,Thuận Phước,Hải Châu,Đà Nẵng,40.0,1,3,2,3,5.2,1
Hưng Hóa,Hòa Cường Nam,Hải Châu,Đà Nẵng,60.0,1,3,2,2,4.85,1
Phan Bôi,Mân Thái,Sơn Trà,Đà Nẵng,79.0,1,4,4,4,6.8,1
Trần Hưng Đạo,An Hải Tây,Sơn Trà,Đà Nẵng,108.0,1,8,10,5,16.0,1
Hà Tông Quyền,Khuê Trung,Cẩm Lệ,Đà Nẵng,200.0,1,5,3,3,13.0,1
Phạm Hữu Kính,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,130.0,1,4,4,3,16.9,1
Thế Lữ,An Hải Bắc,Sơn Trà,Đà Nẵng,93.0,1,11,11,4,9.5,1
Ngô Thị Liễu,Hòa Cường Nam,Hải Châu,Đà Nẵng,100.0,1,8,8,5,9.8,1
Trương Định,Mân Thái,Sơn Trà,Đà Nẵng,100.0,1,3,3,3,7.85,1
Bàu Trảng,Thanh Khê Đông,Thanh Khê,Đà Nẵng,100.0,1,3,1,3,3.8,1
Thạch Lam,Phước Mỹ,Sơn Trà,Đà Nẵng,90.0,1,2,2,3,7.9,1
Lê Hồng Phong,Phước Ninh,Hải Châu,Đà Nẵng,85.0,1,2,1,3,14.45,1
Trần Hưng Đạo,Nại Hiên Đông,Sơn Trà,Đà Nẵng,108.0,1,8,10,5,16.0,1
An Thượng 3,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,90.0,1,16,16,8,25.499,1
Ngô Mây,Hòa Xuân,Cẩm Lệ,Đà Nẵng,120.0,1,3,2,2,3.589,1
Nguyễn Trung Trực,Nại Hiên Đông,Sơn Trà,Đà Nẵng,150.0,1,3,3,3,9.9,1
Dương Thị Xuân Quý,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,100.0,1,16,16,6,18.8,1
Lê Hữu Trác,An Hải Đông,Sơn Trà,Đà Nẵng,227.0,1,15,15,2,11.6,1
Hải Hồ,Thanh Bình,Hải Châu,Đà Nẵng,90.0,1,3,2,2,7.25,1
Lê Văn Hiến,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,100.0,1,6,6,3,7.549,1
Tôn Đức Thắng,Hòa Khánh Nam,Liên Chiểu,Đà Nẵng,120.0,1,3,2,3,11.0,1
Đinh Đạt,Mân Thái,Sơn Trà,Đà Nẵng,100.0,1,4,5,4,11.0,1
Phan Châu Trinh,Phước Ninh,Hải Châu,Đà Nẵng,34.0,1,2,3,5,8.0,1
Trần Bạch Đằng,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,90.0,1,17,17,3,0.025,1
Nguyễn Tri Phương,Chính Gián,Thanh Khê,Đà Nẵng,215.0,1,4,2,2,0.025,1
Đỗ Nhuận,Hòa Minh,Liên Chiểu,Đà Nẵng,90.0,1,4,4,3,5.4,1
3 Tháng 2,Thuận Phước,Hải Châu,Đà Nẵng,60.0,1,2,2,2,7.6,1
Nguyễn Lai,Khuê Trung,Cẩm Lệ,Đà Nẵng,85.0,1,3,2,2,4.3,1
An Trung,An Hải Tây,Sơn Trà,Đà Nẵng,56.0,1,2,1,2,3.5,1
Mỹ Đa Tây 6,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,100.0,1,4,5,4,6.9,1
An Nhơn 1,An Hải Bắc,Sơn Trà,Đà Nẵng,114.0,1,4,2,2,7.8,1
Nguyễn Hữu Thọ,Hòa Cường Nam,Hải Châu,Đà Nẵng,125.0,1,12,12,3,17.0,1
Ngô Văn Sở,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,200.0,1,3,3,3,21.0,1
An Thượng 27,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,90.0,1,3,3,2,10.5,1
Đa Mặn 10,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,81.0,1,3,3,2,4.75,1
Phan Tôn,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,118.0,1,4,5,3,12.5,1
Hồ Nghinh,Phước Mỹ,Sơn Trà,Đà Nẵng,121.0,1,3,4,3,16.0,1
Nam Thọ 2,Thọ Quang,Sơn Trà,Đà Nẵng,90.0,1,3,4,3,5.0,1
Hỏa Sơn 3,Hòa Hải,Ngũ Hành Sơn,Đà Nẵng,100.0,1,3,2,2,3.6,1
Dương Tử Giang,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,90.0,1,6,7,4,6.9,1
Lê Văn Hiến,Hòa Hải,Ngũ Hành Sơn,Đà Nẵng,112.0,1,2,2,2,6.2,1
Yên Thế,Hòa An,Cẩm Lệ,Đà Nẵng,186.0,1,3,3,3,12.2,1
Ngô Thì Nhậm,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,230.0,1,3,3,3,16.0,1
Quy Mỹ,Hòa Cường Nam,Hải Châu,Đà Nẵng,120.0,1,4,5,4,12.0,1
Trần Thị Lý,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,100.0,1,10,12,7,19.0,1
Trần Xuân Lê,Hòa Khê,Thanh Khê,Đà Nẵng,60.0,1,3,3,3,4.15,1
Lê Tấn Trung,Thọ Quang,Sơn Trà,Đà Nẵng,118.0,1,4,6,3,7.1,1
Nguyễn Văn Linh,Hòa Hiệp Nam,Liên Chiểu,Đà Nẵng,60.0,1,1,1,3,2.8,1
Trần Hưng Đạo,Nại Hiên Đông,Sơn Trà,Đà Nẵng,144.0,1,4,3,3,9.5,1
Nước Mặn 5,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,95.0,1,4,4,3,5.5,1
Vũ Mộng Nguyên,Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,113.0,1,5,2,2,6.8,1
Trần Hưng Đạo,An Hải Tây,Sơn Trà,Đà Nẵng,60.0,2,2,2,3,8.0,1
Trần Hưng Đạo,An Hải Tây,Sơn Trà,Đà Nẵng,100.0,1,2,2,6,15.0,1
Tạ Hiện,Hòa Cường Bắc,Hải Châu,Đà Nẵng,47.6,1,2,2,2,6.0,1
Thủ Khoa Huân,An Hải Đông,Sơn Trà,Đà Nẵng,74.0,1,2,2,2,7.4,1
Trưng Nữ Vương,Bình Hiên,Hải Châu,Đà Nẵng,48.8,1,1,2,2,7.0,1
Nguyễn Duy Hiệu,An Hải Đông,Sơn Trà,Đà Nẵng,130.0,1,2,1,3,13.0,1
Lê Thanh Nghị,Hòa Cường Nam,Hải Châu,Đà Nẵng,71.0,1,4,3,4,12.0,1
Lê Thanh Nghị,Hòa Cường Nam,Hải Châu,Đà Nẵng,205.0,1,21,23,6,27.0,1
Hà Tông Quyền,Khuê Trung,Cẩm Lệ,Đà Nẵng,200.0,1,4,4,3,13.0,1
Núi Thành,Hòa Cường Bắc,Hải Châu,Đà Nẵng,100.0,1,3,3,3,12.3,1
3 Tháng 2,Thuận Phước,Hải Châu,Đà Nẵng,125.0,1,18,18,4,17.9,1
Phan Trọng Tuệ,Hòa Cường Nam,Hải Châu,Đà Nẵng,70.0,1,3,3,3,7.0,1
Huy CậN,Hòa Cường Nam,Hải Châu,Đà Nẵng,70.0,1,16,16,5,10.2,1
Huy CậN,Hòa Cường Nam,Hải Châu,Đà Nẵng,121.0,1,2,2,2,11.5,1
Huy Cận,Khuê Trung,Cẩm Lệ,Đà Nẵng,142.5,1,7,5,3,9.5,1
Tố Hữu,Hòa Cường Nam,Hải Châu,Đà Nẵng,155.0,1,4,4,3,16.0,1
Cao Thắng,Thanh Bình,Hải Châu,Đà Nẵng,52.0,1,3,3,3,7.9,1
Nguyễn Văn Tố,Thuận Phước,Hải Châu,Đà Nẵng,54.0,1,1,1,2,4.3,1
Tiên Sơn 17,Hòa Cường Nam,Hải Châu,Đà Nẵng,70.0,1,1,1,2,4.2,1
Hải Sơn,Thanh Bình,Hải Châu,Đà Nẵng,55.0,1,3,3,3,4.7,1
Lưu Văn Lang,Hòa Hải,Ngũ Hành Sơn,Đà Nẵng,100.0,1,4,3,3,5.7,1
Hàn Thuyên,Hòa Cường Bắc,Hải Châu,Đà Nẵng,112.5,1,9,10,5,10.2,1
Nam Sơn 1,Hòa Cường Bắc,Hải Châu,Đà Nẵng,62.7,1,9,9,6,9.5,1
Ỷ Lan Nguyên Phi,Hòa Cường Bắc,Hải Châu,Đà Nẵng,90.0,1,18,18,7,12.5,1
Tiên Sơn 8,Hòa Cường Nam,Hải Châu,Đà Nẵng,83.0,1,3,3,3,6.3,1
Ngô Chi Lan,Thuận Phước,Hải Châu,Đà Nẵng,95.0,1,4,4,3,6.0,1
Tiên Sơn 10,Hòa Cường Nam,Hải Châu,Đà Nẵng,87.5,1,3,2,2,6.0,1
Nguyễn Đức Cảnh,Thuận Phước,Hải Châu,Đà Nẵng,63.0,1,5,5,4,5.9,1
Dương Thưởng,Hòa Cường Bắc,Hải Châu,Đà Nẵng,145.0,1,1,1,3,10.0,1
Trần Xuân Lê,Hòa Khê,Thanh Khê,Đà Nẵng,81.0,1,4,4,3,6.5,1
3 Tháng 2,Thuận Phước,Hải Châu,Đà Nẵng,74.0,1,4,3,3,9.3,1
Cao Xuân Dục,Thuận Phước,Hải Châu,Đà Nẵng,65.0,1,8,8,4,7.9,1
Dương Quảng Hàm,Khuê Trung,Cẩm Lệ,Đà Nẵng,90.0,1,3,3,3,6.45,1
Huỳnh Tấn Phát,Hòa Cường Nam,Hải Châu,Đà Nẵng,101.0,1,1,1,3,9.5,1
Bình An 7,Hòa Cường Bắc,Hải Châu,Đà Nẵng,87.4,1,3,2,2,5.7,1
Huỳnh Lý,Thuận Phước,Hải Châu,Đà Nẵng,56.0,1,2,2,2,4.5,1
Phạm Văn Bạch,Hòa Cường Nam,Hải Châu,Đà Nẵng,59.0,1,5,3,3,4.8,1
Ngô Chi Lan,Thuận Phước,Hải Châu,Đà Nẵng,72.0,1,2,1,2,5.2,1
Hải Hồ,Thanh Bình,Hải Châu,Đà Nẵng,36.0,1,3,2,3,5.3,1
Trần Hữu Trang,Hòa Cường Bắc,Hải Châu,Đà Nẵng,81.0,1,3,2,2,5.3,1
Nguyễn Đức Cảnh,Thuận Phước,Hải Châu,Đà Nẵng,58.5,1,3,4,3,5.4,1
Huỳnh Lý,Thuận Phước,Hải Châu,Đà Nẵng,56.0,1,2,1,2,3.75,1
Phạm Cự Lượng,An Hải Đông,Sơn Trà,Đà Nẵng,100.0,1,4,2,3,7.0,1
Hoàng Dư Khương,Khuê Trung,Cẩm Lệ,Đà Nẵng,84.0,1,3,3,3,6.5,1
Cù Chính Lan,Hòa Khê,Thanh Khê,Đà Nẵng,76.0,1,2,2,2,6.3,1
